id,title,ingredients,directions,link,source,NER,occasion,flavour_profile
3041,Simon'S Pumpkin Bread Pudding,"[""FOR THE PUDDING"", ""8 slices bread, cubed"", ""2 cups whole milk"", ""4 eggs"", ""1/4 cup granulated sugar"", ""1/4 cup unsalted butter, melted"", ""1/4 cup raisins"", ""1 (14 ounce) can pumpkin pie filling"", ""1/4 teaspoon ground cinnamon"", ""1/4 teaspoon ground nutmeg"", ""FOR THE SAUCE"", ""2 tablespoons unsalted butter"", ""2 tablespoons all-purpose flour"", ""1 cup water"", ""3/4 cup granulated sugar"", ""1 teaspoon vanilla extract""]","[""FOR THE PUDDING, place cubed bread in greased crockpot."", ""Beat together milk & eggs."", ""Stir in sugar, butter, raisins, pie filling, cinnamon & nutmeg."", ""Pour pumpkin mixture over bread & stir."", ""Cover & cook on high 1 hour, then reduce heat to low & cook 3-4 hours or until temperature reaches 160 degrees F."", ""FOR THE SAUCE, just before pudding is done, melt butter in saucepan."", ""Stir in flour until smooth, then gradually add water, sugar & vanilla."", ""Bring to boil, then cook, stirring constantly for 2 minutes or until thickened."", ""Pour sauce over hot bread pudding & serve.""]",www.food.com/recipe/simons-pumpkin-bread-pudding-296282,Gathered,"[""bread"", ""milk"", ""eggs"", ""sugar"", ""unsalted butter"", ""raisins"", ""pumpkin pie filling"", ""ground cinnamon"", ""ground nutmeg"", ""unsalted butter"", ""flour"", ""water"", ""granulated sugar"", ""vanilla""]",Everyday,Vanilla/Cream
3042,Blueberries With Cake Topping,"[""2 cups fresh blueberries"", ""1 cup self-rising flour"", ""3/4 cup sugar"", ""3/4 cup whole milk"", ""1/2 cup butter, melted""]","[""Place the blueberries in a greased 8-in. square baking dish. In a small bowl, combine the flour, sugar, milk and butter until smooth."", ""Pour over blueberries. Bake at 375\u00b0 for 35-40 minutes or until golden brown and a toothpick inserted in the center comes out clean. Cool on a wire rack.""]",www.tasteofhome.com/recipes/blueberries-with-cake-topping/,Gathered,"[""fresh blueberries"", ""flour"", ""sugar"", ""milk"", ""butter""]",Everyday,Other
3043,Matcha Tea Apple Tart,"[""7/8 cup Quinoa Flour"", ""1 1/4 cups Tipo 0 flour"", ""7/8 cup salted butter chilled and cut into pieces"", ""1 cup powdered sugar"", ""2 teaspoons teas powdered Matcha, or green tea"", ""2 egg yolks"", ""1 tablespoon water or milk, if needed"", ""3 apples golden delicious"", ""blueberries"", ""4 3/4 tablespoons honey"", ""1 3/8 cups hazelnuts"", ""1 cup granulated sugar"", ""2 egg whites"", ""dried blueberries""]","[""Sift together the quinoa and 0 flour."", ""Put the combined flour in a very large pan, and place it all on low heat, stirring occasionally with a wooden spoon."", ""When flour starts to become very hot, stir more often. Be very careful to not let it get too hot which will give the flour a very acrid smell. Let roast just until the flour takes on a golden color and a heavenly scent, then remove from heat, pour into a glass bowl and let cool to room temperature WITHOUT COVER."", ""Once cool, add the flour, powdered sugar, Matcha powder and cold butter pieces."", ""With your fingertips work the dough trying to mix the ingredients."", ""At this point add the egg yolks and a tablespoon of milk (if you see that the crust needs it) and mix quickly."", ""Once mixed well, and you are able to create a ball, wrap in plastic wrap and refrigerate for at least two hours (ideally, you would do this the day before)"", ""Remove the dough from the refrigeratore and let it rest."", ""Roll the dough, and lay into a tart mold greased and floured or lined with parchment paper."", ""Pierce the dough a few times with the tines of a fork."", ""Add finely chopped hazelnuts to the mixer with the sugar. Add the egg whites and honey.\nPour the mixture into the pastry shell."", ""Peel the apples, remove the core and cut into thin slices. Place them on the hazelnut mixture and glaze them with another teaspoon of melted honey with one teaspoon of hot water."", ""Add a few dried blueberries on top of the cake and bake at 180 degrees for about 45 minutes.""]",www.yummly.com/recipe/Matcha-Tea-Apple-Tart-632326,Gathered,"[""Quinoa Flour"", ""flour"", ""butter"", ""powdered sugar"", ""teas powdered"", ""egg yolks"", ""water"", ""golden delicious"", ""blueberries"", ""honey"", ""hazelnuts"", ""sugar"", ""egg whites"", ""blueberries""]",Everyday,Vanilla/Cream
3045,PHILADELPHIA Caramel Mochaccino Cheesecake,"[""1-1/2 cups Oreo Baking Crumbs"", ""1/4 cup butter, melted"", ""1/2 cup caramel sundae syrup"", ""3 pkg. (250 g each) Philadelphia Brick Cream Cheese, softened"", ""3/4 cup sugar"", ""1/4 cup coffee-flavoured liqueur, such as KAHLUA"", ""6 oz. Baker's Semi-Sweet Chocolate, melted"", ""3 eggs""]","[""Preheat oven to 350F."", ""Mix crumbs and butter; press firmly onto bottom and 1 inch up side of 9-inch springform pan."", ""Pour caramel sauce over crust."", ""Beat cream cheese and sugar in large bowl with electric mixer on medium speed until well blended."", ""Add liqueur and chocolate; mix well."", ""Add eggs, 1 at a time, mixing on low speed after each addition just until blended."", ""Pour into crust."", ""Bake 45 to 50 min."", ""or until centre is almost set."", ""Run knife or metal spatula around rim of pan to loosen cake; cool before removing rim of pan."", ""Refrigerate 3 hours or overnight."", ""Store leftover cheesecake in refrigerator.""]",www.kraftrecipes.com/recipes/philadelphia-caramel-mochaccino-cheesecake-83752.aspx,Recipes1M,"[""Baking Crumbs"", ""butter"", ""caramel sundae syrup"", ""Cream Cheese"", ""sugar"", ""coffee"", ""Chocolate"", ""eggs""]",Everyday,Chocolate
3048,Perfect Four Ingredient Pancakes,"[""1 non fat greek yogurt tub plain, I used Stonyfield"", ""1 whole egg and 1 egg white"", ""1/2 cup rolled oats soaked overnight"", ""1 teaspoon chia seeds not necessary but recommended"", ""1/4 teaspoon cinnamon"", ""1/2 cup blueberries /strawberries/fruit of choice""]","[""Soak your rolled oats overnight either in some water or some milk. I soaked mine in 2% milk."", ""Now that you have soaked your rolled oats, simply combine the above ingredients (minus the blueberries) in a food processor until smooth."", ""Heat your frying pan and add a small amount of coconut oil or butter."", ""Pour about 1/3 of the mixture into the pan and let it cook for approximately 2-3 minutes before flipping it over and waiting for an equal amount of time."", ""Repeat until the rest of the batter is all used up."", ""Serve with blueberries on top and honey,maple syrup, or my easy blueberry chia jam if you wish!""]",www.yummly.com/recipe/Perfect-Four-Ingredient-Pancakes-1669381,Gathered,"[""greek yogurt"", ""egg"", ""rolled oats"", ""chia seeds"", ""cinnamon"", ""blueberries /strawberries/fruit of choice""]",Everyday,Spiced
3049,Sweet Tamale Pie,"[""Meat Mixture:"", ""2 tablespoons extra-virgin olive oil"", ""2 cloves garlic, chopped"", ""1 onion, chopped"", ""salt and ground black pepper to taste"", ""1 pound lean ground beef"", ""2 (7 ounce) cans Mexican-style corn (such as Green Giant(R))"", ""1 (8 ounce) jar chunky salsa"", ""1 (7.75 ounce) can Mexican-style hot tomato sauce (such as El Pato(R))"", ""1 (4 ounce) can chopped green chiles"", ""1 (1 ounce) packet taco seasoning mix"", ""Corn Bread Topping:"", ""1 (15 ounce) package corn bread mix (such as Krusteaz(R) Honey Corn Bread Mix)"", ""2/3 cup milk"", ""1/3 cup vegetable oil"", ""1 egg"", ""2 (7 ounce) cans Mexican-style corn (such as Green Giant(R)), drained"", ""1 (4 ounce) can chopped green chiles, drained"", ""1 cup shredded Mexican cheese blend"", ""1 tablespoon extra-virgin olive oil""]","[""Preheat oven to 400 degrees F (200 degrees C)."", ""Pour 2 tablespoons olive oil into a cold skillet; sprinkle in garlic. Cook garlic over medium heat until sizzling and fragrant, 2 to 3 minutes. Stir onion, salt, and pepper into the garlic and olive oil; cook until onion is translucent, 5 to 10 minutes. Cook and stir ground beef into onion mixture until beef is browned and crumbly, 5 to 10 minutes."", ""Mix 2 cans Mexican-style corn, salsa, hot tomato sauce, 1 can chopped green chiles, and taco seasoning into ground beef mixture; bring to a boil. Reduce heat, cover skillet, and simmer until liquid has reduced, about 15 minutes. Transfer meat mixture to a 10x14-inch casserole dish."", ""Stir corn bread mix, milk, vegetable oil, and egg together in a bowl; fold in 2 cans drained Mexican-style corn, 1 can drained green chiles, Mexican cheese blend, and 1 tablespoon olive oil. Spoon cornbread mixture over meat mixture."", ""Bake in the preheated oven until a toothpick inserted into the corn bread comes out clean, about 30 minutes.""]",www.allrecipes.com/recipe/233252/sweet-tamale-pie/,Gathered,"[""extra-virgin olive oil"", ""garlic"", ""onion"", ""salt"", ""ground beef"", ""corn"", ""chunky salsa"", ""tomato sauce"", ""green chiles"", ""Bread"", ""corn bread"", ""milk"", ""vegetable oil"", ""egg"", ""corn"", ""green chiles"", ""extra-virgin olive oil""]",Everyday,Other
3053,Cottage Cheese Pancakes,"[""6 eggs"", ""1 1/2 cups cottage cheese"", ""1/2 teaspoon kosher or sea salt"", ""1/2 cup flour of choice (whole wheat pastry)"", ""1/4 teaspoon baking soda"", ""1/2 t vanilla"", ""1 t suger/6 drops splenda, sweetener of choice""]","[""Put egg & cottage cheese in blender/food processor & blend until smooth, add all the ingredients blend just until incorporated."", """", ""Pour into heated pan.""]",www.epicurious.com/recipes/member/views/cottage-cheese-pancakes-53095201,Gathered,"[""eggs"", ""cottage cheese"", ""kosher"", ""flour of choice"", ""baking soda"", ""vanilla""]",Everyday,Vanilla/Cream
3062,Crispy Sugar Cookies,"[""1 cup Butter, Softened"", ""1-1/2 cup Powdered Sugar"", ""1 whole Egg"", ""1 teaspoon Baking Soda"", ""1 teaspoon Cream Of Tartar"", ""1 teaspoon Vanilla"", ""1/2 teaspoons Almond Extract"", ""2-1/2 cups Flour"", ""_____"", ""FOR THE GLAZE:"", ""Powdered Sugar"", ""Milk"", ""Food Coloring (optional)""]","[""Cream butter and sugar. Add egg and mix well. Add soda, cream of tartar, vanilla, and almond extract. Mix well. Gradually mix in flour. Refrigerate dough for at least one hour (dough should be very chilled)."", ""Roll dough out very thin on a very well-floured surface. Cut cookies out and bake at 375 degrees for 5-6 minutes. Since the cookies are so thin, they will burn easily, so watch them closely. Cookies are done when a little bit of color just begins to show around the edges."", ""Allow cookies to cool, and then ice them with a powdered sugar glaze (add a small amount of milk to powdered sugar until it reaches desired consistency). Store in a cool place."", ""Makes about 4 dozen cookies.""]",tastykitchen.com/recipes/desserts/crispy-sugar-cookies-2/,Gathered,"[""Butter"", ""Powdered Sugar"", ""Egg"", ""Baking Soda"", ""Cream Of Tartar"", ""Vanilla"", ""Almond Extract"", ""Flour"", ""_____"", ""Powdered Sugar"", ""Milk"", ""Coloring""]",Everyday,Vanilla/Cream
3063,Vegan Key Lime Pie,"[""Crust"", ""1 1/2 cups pistachios, ground"", ""2 tablespoons agave nectar"", ""1 tablespoon water"", ""1/4 teaspoon salt"", ""Coconut Avocado Lime Filling"", ""1 (13 1/2 ounce) can coconut milk"", ""1/4 cup sugar"", ""1/4 cup lime juice"", ""1 ripe avocado, pitted and shelled"", ""Coconut Cream Topping"", ""1 (13 1/2 ounce) can coconut milk"", ""1/4 cup powdered sugar""]","[""Crust."", ""Preheat oven to 250F\u00b0. Lightly grease the pie pans with vegetable oil or vegan butter. Place 3 hard packed tablespoons of the crust mixture into each pie pan. With moist fingers, gently press the pistachios to the sides and bottom of each pan, forming a crust with a consistent thickness. There should be some leftover crust mixture to help patch holes. Bake for 10 minutes until golden brown around the edges. Cool completely before filling."", ""Filling."", ""Blend all ingredients in a food processor until smooth. Fill each crust with the filling (about 1/3+ cup per mini crust) and refrigerate."", ""Coconut Cream Topping."", ""Chill cream in the bottom of a mixing bowl, metal if possible. Beat in sugar (by hand with a whisk or with a stand mixer) and chill again. Serve cold!"", ""A slice of kiwi on the top is a perfect compliment to this pie, both in flavor and in color. I wish I had a little sprig of mint for a extra little visual flair, but oh well!""]",www.food.com/recipe/vegan-key-lime-pie-419833,Gathered,"[""Crust"", ""pistachios"", ""nectar"", ""water"", ""salt"", ""Coconut Avocado"", ""coconut milk"", ""sugar"", ""lime juice"", ""avocado"", ""Coconut Cream Topping"", ""coconut milk"", ""powdered sugar""]",Everyday,Vanilla/Cream
3064,Heavenly Angel Pie,"[""1 c. flour"", ""1/2 c. margarine, melted"", ""2 Tbsp. sugar"", ""1/4 c. pecans"", ""8 oz. cream cheese, softened"", ""1 c. powdered sugar"", ""1 c. Cool Whip"", ""2 pkg. instant vanilla pudding"", ""4 bananas, sliced"", ""chopped nuts for garnish""]","[""Mix flour, margarine, sugar and pecans well."", ""Pat into oblong cake pan and bake at 375\u00b0 for 9 to 12 minutes."", ""Let cool."", ""Mix cream cheese, powdered sugar and Cool Whip."", ""Spread on cooled crust."", ""Place sliced bananas on top of this."", ""Prepare pudding according to directions."", ""Pour on top of bananas."", ""Spread Cool Whip on top."", ""Sprinkle chopped nuts on top."", ""Makes 12 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=250681,Gathered,"[""flour"", ""margarine"", ""sugar"", ""pecans"", ""cream cheese"", ""powdered sugar"", ""instant vanilla pudding"", ""bananas"", ""nuts""]",Everyday,Vanilla/Cream
3068,Super Moist Chocolate Cake,"[""2 cup Flour"", ""2 cup White sugar"", ""3/4 cup Cocoa powder"", ""1 1/2 tsp Baking soda"", ""1 tsp Salt"", ""1/3 cup All-purpose cream"", ""1 cup Sour cream"", ""2 Egg"", ""2 tsp Vanilla extract"", ""1/2 cup Vegetable oil"", ""1/2 cup Hot water"", ""1 cup All purpose cream"", ""1/4 cup Cocoa powder"", ""1/2 cup White sugar"", ""1/2 tsp Vanilla extract""]","[""Preheat the oven to 350F."", ""Put together all dry ingredients: flour, sugar, cocoa powder, baking soda and salt."", ""Mix everything well."", ""Add the sour cream and all purpose cream and continue mixing."", ""Put in the egg, vanilla extract and vegetable oil."", ""Combine everything well."", ""Lastly, add the hot water and make sure to mix well."", ""By this time, the mixture will be thin but don't worry, it will bake fine."", ""Prepare the baking pan by greasing it with butter then dusting on some flour."", ""Pour the batter into the pan and bake for 40mins-45mins (350 degrees)."", ""Remember to check once in a while with a skewer or fork as baking time varies with the size of the cake."", ""Once baked, the skewer should come out clean."", ""For the frosting, mix the frosting ingredients altogether."", ""It's better to melt everything in a pan over heat."", ""You may still add sugar as needed."", ""Set aside.""]",cookpad.com/us/recipes/349906-super-moist-chocolate-cake,Recipes1M,"[""Flour"", ""White sugar"", ""Cocoa"", ""Baking soda"", ""Salt"", ""All-purpose cream"", ""Sour cream"", ""Egg"", ""Vanilla"", ""Vegetable oil"", ""water"", ""cream"", ""Cocoa"", ""White sugar"", ""Vanilla""]",Everyday,Chocolate
3077,"Debbie Lackey'S ""Chocolate Chip Cookies At Their Best""","[""1 c. shortening"", ""1/2 c. softened margarine or butter"", ""1 1/3 c. granulated sugar"", ""1 c. packed brown sugar"", ""4 eggs"", ""1 Tbsp. vanilla"", ""1 tsp. lemon juice"", ""2 tsp. baking soda"", ""1 1/2 tsp. salt"", ""1 tsp. cinnamon"", ""1/2 c. rolled oats"", ""3 c. flour"", ""12 oz. chocolate chips"", ""1 c. chopped walnuts (optional)""]","[""Beat first 4 ingredients with electric mixer."", ""Add next 3 ingredients."", ""Mix thoroughly."", ""Then add next 5 ingredients."", ""Beat well."", ""Stir in chips and nuts."", ""Drop a scant 1/4 cup of dough on lightly greased cookie sheets."", ""Space 3-inches apart."", ""Bake at 350\u00b0 for 16 to 18 minutes."", ""Makes about 3 dozen large cookies. These are the best; our Cub Scouts love them!""]",www.cookbooks.com/Recipe-Details.aspx?id=270864,Gathered,"[""shortening"", ""margarine"", ""sugar"", ""brown sugar"", ""eggs"", ""vanilla"", ""lemon juice"", ""baking soda"", ""salt"", ""cinnamon"", ""rolled oats"", ""flour"", ""chocolate chips"", ""walnuts""]",Everyday,Chocolate
3085,Fastest Chocolate Mousse,"[""180 g dark chocolate"", ""315 ml whipping cream"", ""1 egg"", ""1 pinch salt"", ""1 tablespoon mint syrup (or 1tbsp cointreau + 1 tsp grated orange peel, or other flavour of your choice, like creme de cacao,)""]","[""Chop chocolate (or use chocolate chips) and put it in a food processor."", ""Heat cream in a pan (or in the microwave) just below boiling point."", ""Pour hot cream in the food processor and process 1 minute."", ""Add the egg, salt and mint syrup or orange peel and cointreau (or other flavouring) and process one more minute."", ""Pour in individual ramequins (or serving cups), cover with plastic wrap and refrigerate overnight."", ""Garnish with chocolate curls or whipping cream before serving.""]",www.food.com/recipe/fastest-chocolate-mousse-90056,Gathered,"[""chocolate"", ""whipping cream"", ""egg"", ""salt"", ""mint syrup""]",Everyday,Chocolate
3086,Zucchini Cake,"[""2 c. sugar"", ""2 c. flour"", ""1 1/2 c. oil"", ""4 eggs"", ""2 tsp. baking soda"", ""2 tsp. baking powder"", ""3 tsp. cinnamon"", ""pinch of salt"", ""2 c. grated zucchini""]","[""Mix all ingredients, except zucchini."", ""Blend well, then mix in zucchini."", ""Bake in greased and floured 13 x 9-inch pan at 350\u00b0 for 45 minutes to 1 hour or until toothpick comes out clean.""]",www.cookbooks.com/Recipe-Details.aspx?id=417957,Gathered,"[""sugar"", ""flour"", ""oil"", ""eggs"", ""baking soda"", ""baking powder"", ""cinnamon"", ""salt"", ""zucchini""]",Everyday,Spiced
3087,Homemade Ice Cream Recipe,"[""5 Large eggs"", ""2 c. sugar"", ""Dash of salt"", ""1 can sweetened condensed lowfat milk"", ""2 c. half and half"", ""1 c. whipping cream"", ""Lowfat milk (to fill container)"", ""3 tbsp. vanilla""]","[""Beat Large eggs well."", ""Gradually add in sugar, beating well after each addition."", ""Beat till smooth and creamy."", ""Add in salt, condensed lowfat milk, half and half, vanilla and whipping cream."", ""Beat till mixed."", ""Pour into one gallon freezer can and fill with lowfat milk."", ""Freeze according to directions on freezer."", ""To make different flavors add in one of the following before freezing: Butterfinger, add in 5 minced Butterfinger candy bars; Strawberry, add in 2 pkgs."", ""thawed strawberries; Chocolate, add in 1 can Hershey's chocolate syrup.""]",cookeatshare.com/recipes/homemade-ice-cream-8227,Recipes1M,"[""eggs"", ""sugar"", ""salt"", ""condensed lowfat milk"", ""whipping cream"", ""milk"", ""vanilla""]",Everyday,Vanilla/Cream
3088,Foolproof Meringue,"[""3 egg whites"", ""dash of salt"", ""1 c. (7 oz.) marshmallow cream""]","[""Beat egg whites with salt."", ""Add marshmallow cream and mix. Put on favorite pie."", ""Bake 12 to 15 minutes at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=893566,Gathered,"[""egg whites"", ""salt"", ""marshmallow cream""]",Everyday,Vanilla/Cream
3095,"Zucchini, Carrot and Potato Pancakes","[""1 large zucchini"", ""2 large russet potatoes, (10 to 11 ounces each)"", ""2 carrots"", ""1 medium onion, minced"", ""2 cloves garlic, minced"", ""2 eggs"", ""4 tablespoons all-purpose flour"", ""1/2 teaspoon baking powder"", ""2 teaspoons cumin"", ""Salt and pepper"", ""Canola oil, for frying"", ""2 scallions, chopped"", ""2 tablespoons mint leaves, chopped"", ""1 pint yogurt""]","[""With a hand grater, grate the zucchini."", ""Peel the potatoes and grate."", ""Grate the carrots."", ""Place in a towel and squeeze out as much water as possible, then transfer to a large bowl."", ""Add onion and garlic."", ""In a small bowl, beat the eggs with a fork and mix into the vegetables."", ""In a small bowl mix together the flour, baking powder, cumin and salt and pepper."", ""Mix into the vegetables."", ""In a large pan, heat 3 tablespoons of oil until very hot."", ""In heaping tablespoonfuls, fry 6 pancakes."", ""Flatten them out as they hit the pan and cook until brown and crisp."", ""Flip to crisp the other side."", ""Drain on paper towels."", ""Keep warm in a low oven."", ""Serve with Mint Yogurt."", ""Mix all ingredients together.""]",www.foodnetwork.com/recipes/zucchini-carrot-and-potato-pancakes-recipe.html,Recipes1M,"[""zucchini"", ""russet potatoes"", ""carrots"", ""onion"", ""garlic"", ""eggs"", ""all-purpose"", ""baking powder"", ""cumin"", ""Salt"", ""Canola oil"", ""scallions"", ""mint"", ""yogurt""]",Everyday,Other
3109,Ham And Cheese Biscuits,"[""2 sticks softened margarine"", ""1 to 2 Tbsp. mustard"", ""2 Tbsp. poppy seed"", ""1 tsp. Worcestershire sauce"", ""1 medium onion, minced"", ""3 doz. small rolls (example: Pepperidge Farm finger rolls)"", ""16 oz. shaved ham"", ""2 c. grated Swiss cheese""]","[""Mix margarine and first 4 ingredients."", ""Split rolls and spread with mixture."", ""Place ham and cheese on, then put tops back on rolls."", ""Melt remaining mixture and pour over top."", ""Bake at 400\u00b0 for 10 to 15 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=73368,Gathered,"[""margarine"", ""mustard"", ""poppy seed"", ""Worcestershire sauce"", ""onion"", ""rolls"", ""shaved ham"", ""Swiss cheese""]",Everyday,Other
3111,Apple Crisp 1,"[""6 c. peeled apple slices"", ""1 c. sugar"", ""1/2 c. flour"", ""2/3 c. grated Cheddar cheese (optional)"", ""1 Tbsp. lemon juice"", ""1/4 c. margarine""]","[""Generously grease a 2 to 3-quart casserole."", ""Add the apple slices and sprinkle with lemon juice and 1/2 cup sugar."", ""In a bowl, mix flour and remaining sugar."", ""Cut in margarine and cheese with a pastry blender."", ""Sprinkle over apples and press very lightly with fingers."", ""Bake at 350\u00b0 for 45 minutes or until apples are tender and top is lightly browned.""]",www.cookbooks.com/Recipe-Details.aspx?id=465421,Gathered,"[""apple slices"", ""sugar"", ""flour"", ""Cheddar cheese"", ""lemon juice"", ""margarine""]",Everyday,Citrus
3114,Peanut Butter Pie,"[""3 egg yolks, beaten"", ""1 c. sugar"", ""1/4 tsp. salt"", ""2 tsp. vanilla"", ""3 c. milk"", ""1/2 c. cornstarch"", ""1/2 c. chunky peanut butter"", ""9-inch pie shell, baked"", ""whipped cream and chopped nuts (for garnish)""]","[""Combine egg yolks and milk in saucepan."", ""Mix the sugar, cornstarch and salt together; stir into egg mixture."", ""Cook, stirring constantly, until thickened."", ""Pour filling into a bowl. Cover with wax paper and chill."", ""Turn mixture into mixing bowl; whip with electric mixer."", ""Add peanut butter and vanilla, creaming together thoroughly."", ""Pour into pie shell; chill until set."", ""Top with whipped cream and chopped peanuts.""]",www.cookbooks.com/Recipe-Details.aspx?id=764533,Gathered,"[""egg yolks"", ""sugar"", ""salt"", ""vanilla"", ""milk"", ""cornstarch"", ""chunky peanut butter"", ""pie shell"", ""whipped cream""]",Everyday,Vanilla/Cream
3117,Chocolate Bread Pudding with Easy Vanilla Sauce,"[""Easy Vanilla Sauce"", ""1 cup Jell-O Vanilla Instant Pudding"", ""1-3/4 qt. cold milk"", ""Chocolate Bread Pudding"", ""3-3/4 gal. Day-old French bread, cubed"", ""2-1/2 cups butter, melted"", ""3-3/4 qt. Oreo Brownies, thawed, small dice"", ""30 each eggs"", ""3 qt. milk"", ""1-1/4 qt. heavy cream"", ""2-1/2 Tbsp. vanilla"", ""Philadelphia Brick Cream Cheese, softened, cubed"", ""1-3/4 qt. sugar"", ""45 scoops chocolate ice cream"", ""1-1/2 qt. prepared whipped topping""]","[""Easy Vanilla Sauce: Beat pudding mix and milk with whisk until well blended."", ""Refrigerate until ready to use."", ""Chocolate Bread Pudding: Toss bread cubes with butter; spread onto bottom of sheet pan."", ""Bake in 300 degrees F-convection oven 10 min."", ""; cool slightly."", ""Mix with brownie pieces in large bowl."", ""Blend eggs, milk, cream, vanilla, cream cheese and sugar in blender."", ""Pour over brownie mixture; mix lightly."", ""Let stand 15 min."", ""Portion 8 oz."", ""(225 g) into each of 45 (8-oz."", ""[250-mL]) greased ramekins (or into each of 9 greased ramekins for trial recipe); place on sheet pan."", ""Bake in 275 degrees F-convection oven 20 min."", ""or until custards are set."", ""For each serving: Unmould 1 warm Chocolate Bread Pudding onto plate; top with about 1-1/2 Tbsp."", ""(22 mL) Easy Vanilla Sauce and 1 (#20) scoop ice cream."", ""Pipe about 2 Tbsp."", ""(30 mL) whipped topping next to pudding.""]",www.kraftrecipes.com/recipes/chocolate-bread-pudding-easy-vanilla-sauce-114672.aspx,Recipes1M,"[""Vanilla Sauce"", ""cold milk"", ""Chocolate Bread"", ""Day-old French bread"", ""butter"", ""Oreo Brownies"", ""eggs"", ""milk"", ""heavy cream"", ""vanilla"", ""Cream Cheese"", ""sugar"", ""chocolate ice cream"", ""topping""]",Everyday,Chocolate
3126,Passover Cheesecake,"[""34 cup crushed matzos"", ""14 cup butter, melted"", ""14 cup sugar"", ""3 teaspoons ground almonds (almond meal)"", ""3 (8 ounce) packages cream cheese, softened"", ""1 cup sugar"", ""3 large eggs"", ""1 tablespoon fresh lemon juice (not bottled)"", ""12 teaspoon grated fresh lemon zest""]","[""Stir together first 4 ingredients."", ""Press mixture into bottom and 1\"" up sides of a lightly greased 9\"" springform pan."", ""Beat cream cheese at medium speed with an electric mixer until smooth."", ""Gradually add 1 cup sugar, beating until blended."", ""Add eggs, 1 at a time, beating until blended after each addition."", ""Beat in lemon rind and juice."", ""Pour mixture into prepared crust."", ""Bake at 375 degrees for 45 minutes or until set."", ""Remove cheesecake from the oven; cool on wire rack."", ""Cover and chill 8 hours."", ""Gently run a knife around cheesecake, and release sides of pan."", ""Leave as is, or top with berries or sauce of your choice.""]",www.food.com/recipe/passover-cheesecake-163753,Recipes1M,"[""matzos"", ""butter"", ""sugar"", ""ground almonds"", ""cream cheese"", ""sugar"", ""eggs"", ""lemon juice"", ""lemon zest""]",Everyday,Vanilla/Cream
3130,Refrigerator Sugar Cookies,"[""2 sticks of butter"", ""1 c. sugar (granulated)"", ""1 c. powdered sugar"", ""2/3 c. cooking oil"", ""4 c. flour"", ""1 tsp. cream of tartar"", ""1 tsp soda"", ""2 Tbsp. Vanilla"", ""1 Tbsp. Lemon Extract"", ""2 eggs""]","[""Cream butter, sugars, oil and eggs."", ""Mix well."", ""Sift together flour, soda, cream of tartar."", ""Add to butter and sugar mixture. Mix well and add vanilla, and lemon extract."", ""Place in refrigerator and chill until you can handle to roll into rolls."", ""Take a piece of wax paper and roll up to make a long roll."", ""You will have about 2 rolls."", ""Place in refrigerator and chill again."", ""Cut off cookies, sprinkle with sugar and bake in a 350 degree oven for about 8 to 10 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=135729,Gathered,"[""butter"", ""sugar"", ""powdered sugar"", ""cooking oil"", ""flour"", ""cream of tartar"", ""soda"", ""Vanilla"", ""Lemon Extract"", ""eggs""]",Everyday,Vanilla/Cream
3131,Williamsburg Pie,"[""1/2 c. margarine, melted"", ""1 c. sugar"", ""2 eggs"", ""1/2 c. coconut"", ""1/2 c. raisins"", ""1/2 c. chopped nuts"", ""2 tsp. vinegar"", ""dash of salt"", ""unbaked pie shell""]","[""Preheat oven to 400\u00b0."", ""Mix the ingredients together and pour into unbaked pie shell."", ""Bake at 325\u00b0 until the middle of the pie is set.""]",www.cookbooks.com/Recipe-Details.aspx?id=205063,Gathered,"[""margarine"", ""sugar"", ""eggs"", ""coconut"", ""raisins"", ""nuts"", ""vinegar"", ""salt"", ""unbaked pie shell""]",Everyday,Nutty
